Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
The role of angiotensin-converting enzyme 2 in coronaviruses/influenza viruses and cardiovascular disease,"Chen, Li; Hao, Guang","<p>Angiotensin-converting enzyme 2 (ACE2) has emerged as a key regulator of the renin–angiotensin system in cardiovascular (CV) disease and plays a pivotal role in infections by coronaviruses and influenza viruses. The present review is primarily focused on the findings to indicate the role of ACE2 in the relationship of coronaviruses and influenza viruses to CV disease. It is postulated that the risk of coronavirus or influenza virus infection is high, at least partly due to high ACE2 expression in populations with a high CV risk. Coronavirus and influenza virus vaccine usage in high CV risk populations could be a potential strategy to prevent both CV disease and coronavirus/influenza virus infections.</p>",2020,,Cardiovascular Research,,,,,10.1093/cvr/cvaa093,45095,#42141,Chen 2020,,,42141,09-04-20
"Commentary on Ferguson, et al., “Impact of Non-pharmaceutical Interventions (NPIs) to Reduce COVID-19 Mortality and Healthcare Demand”","Eubank, S.; Eckstrand, I.; Lewis, B.; Venkatramanan, S.; Marathe, M.; Barrett, C. L.","A recent manuscript (Ferguson et al. in Impact of non-pharmaceutical interventions (NPIs) to reduce COVID-19 mortality and healthcare demand, Imperial College COVID-19 Response Team, London, 2020. https://www.imperial.ac.uk/media/imperial-college/medicine/sph/ide/gida-fellowships/Imperial-College-COVID19-NPI-modelling-16-03-2020.pdf) from Imperial College modelers examining ways to mitigate and control the spread of COVID-19 has attracted much attention. In this paper, we will discuss a coarse taxonomy of models and explore the context and significance of the Imperial College and other models in contributing to the analysis of COVID-19.",2020,,Bulletin of Mathematical Biology,82,4,52-52,,10.1007/s11538-020-00726-x,45211,#42142,Eubank 2020,,,42142,09-04-20
Ocular manifestations of a hospitalised patient with confirmed 2019 novel coronavirus disease,"Chen, Lu; Liu, Meizhou; Zhang, Zheng; Qiao, Kun; Huang, Ting; Chen, Miaohong; Xin, Na; Huang, Zuliang; Liu, Lei; Zhang, Guoming; Wang, Jiantao","PURPOSE: To report the ocular characteristics and the presence of viral RNA of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in conjunctival swab specimens in a patient with confirmed 2019 novel coronavirus disease (COVID-19). PARTICIPANT AND METHODS: A 30-year-old man with confirmed COVID-19 and bilateral acute conjunctivitis which occurred 13 days after illness onset. Based on detailed ophthalmic examination, reverse transcription PCR (RT-PCR) was performed to detect SARS-CoV-2 virus in conjunctival swabs. The ocular characteristics, presence of viral RNA and viral dynamics of SARS-CoV-2 in the conjunctival specimens were evaluated. RESULTS: Slit lamp examination showed bilateral acute follicular conjunctivitis. RT-PCR assay demonstrated the presence of viral RNA in conjunctival specimen 13 days after onset (cycle threshold value: 31). The conjunctival swab specimens remained positive for SARS-CoV-2 on 14 and 17 days after onset. On day 19, RT-PCR result was negative for SARS-CoV-2. CONCLUSION: SARS-CoV-2 is capable of causing ocular complications such as viral conjunctivitis in the middle phase of illness. Precautionary measures are recommended when examining infected patients throughout the clinical course of the infection. However, conjunctival sampling might not be useful for early diagnosis because the virus may not appear initially in the conjunctiva.",2020,,The British journal of ophthalmology,,,,,10.1136/bjophthalmol-2020-316304,45149,#42143,Chen 2020,,,42143,09-04-20
Covid-19: doctors still do not have #properPPE,"Rimmer, Abi",,2020,,BMJ (Clinical research ed.),369,,m1423-m1423,,10.1136/bmj.m1423,45148,#42144,Rimmer 2020,,,42144,09-04-20
David Oliver: Silencing NHS staff who speak out is sheer stupidity,"Oliver, David","Amid a global pandemic, which is putting our health services and frontline staff under immense strain and personal risk, is it right to suppress their free speech? On 31 March the media reported on a dossier from the Doctors’ Association UK detailing numerous instances of medical and nursing staff being warned, disciplined, threatened, monitored, and gagged for speaking out on social or mainstream media.1 Their concerns included a lack of personal protective equipment and testing for covid-19—putting them, their families, and their patients at risk.2 The staff also highlighted what they saw as inconsistent and unconvincing guidance from their employers and national authorities. There’s a long history of NHS executives and managers being leant on to prevent them speaking out publicly about …",2020,,BMJ,369,,m1388-m1388,,10.1136/bmj.m1388,45197,#42145,Oliver 2020,,,42145,09-04-20
Covid-19: Trump threatens to stop funding WHO amid “China-centric” claims,"Mahase, Elisabeth","Donald Trump has warned that the US could stop funding the World Health Organization, as he accused it of being “China-centric” and of calling “every shot wrong.” Speaking at a press conference on 7 April, President Trump criticised WHO for its decisions on covid-19 and said that the US could put a “very powerful” freeze on funding for the organisation. He said, “The WHO receives a vast amount of money from the US. We pay for a majority, the biggest portion of their money. They actually criticised and disagreed with my travel ban at the time I did it. They were wrong, they have been wrong about a lot of things. They had a lot of information early and they didn’t want to divulge. They …",2020,,BMJ,369,,m1438-m1438,,10.1136/bmj.m1438,45196,#42146,Mahase 2020,,,42146,09-04-20
Chloroquine and hydroxychloroquine in covid-19,"Ferner, Robin E.; Aronson, Jeffrey K.","Use of these drugs is premature and potentially harmful The BMJ in 1925 cautiously endorsed Moellgaard’s gold treatment for tuberculosis,1 although it found his pharmacological reasoning “both interesting and instructive.”2 We should be similarly cautious about proposed treatments for people infected with SARS-CoV-2, the virus that causes covid-19. Many proposals are based on in vitro investigations, studies in experimental animals, or experience with interventions in infections with other viruses, whether similar to SARS-CoV-2 (eg, SARS-CoV-1) or not (HIV). This is all true of chloroquine and hydroxychloroquine, both 4-aminoquinolines, which have been suggested as potential treatments for covid-19. Currently, at least 80 trials of chloroquine, hydroxychloroquine, or both, sometimes in combination with other drugs, are registered worldwide. The possible activity of 4-aminoquinolines in infectious mononucleosis was first proposed in 1960, before its viral cause was known.3 Several unsatisfactory clinical trials followed, some with positive results and some negative. In 1967 the authors of a small but well conducted randomised, double blind, placebo controlled trial of chloroquine concluded that “except for supportive measures, infectious mononucleosis is essentially untreatable.”4 Since then, many studies have shown that 4-aminoquinolines are …",2020,,BMJ,369,,m1432-m1432,,10.1136/bmj.m1432,45198,#42147,Ferner 2020,,,42147,09-04-20
Covid-19: Africa records over 10 000 cases as lockdowns take hold,"Dyer, Owen","Africa, so far the continent least affected by covid-19, registered 10 268 confirmed cases and 491 deaths on 7 April, passing a worrying landmark for public health experts who are still hopeful that mass spread can be averted. The virus has been detected in 53 of Africa’s 54 countries, all but Lesotho. Most have now restricted movement to some degree, and 17 have imposed partial or complete lockdowns. With just 2% of the world’s commercial air traffic stopping in Africa, the coronavirus took time to gain a foothold. There were early signs of complacency in some governments’ responses. Burundi was coronavirus-free, the president’s spokesperson said, because it put “God first.” God’s mercy shone on Africans because of their faith, said Tanzania’s president John Magufuli, urging his people to crowd into churches and take communion because “corona is satanic and cannot survive in the body of Christ.” But many African governments were exceptionally swift …",2020,,BMJ,369,,m1439-m1439,,10.1136/bmj.m1439,45194,#42148,Dyer 2020,,,42148,09-04-20
Covid-19: Testing times for the government—but not for NHS staff,"Cowper, Andy","The UK government has not always stuck to its own advice on covid-19, says Andy Cowper . He argues that it must be clearer about its strategy and objectives Covid-19 is no respecter of individual people, as shown by the rapid domino effect of infections in Whitehall—ranging from Chris Whitty, chief medical officer (now recovered and back at work), to the health secretary, Matt Hancock (who was visibly unwell at the opening of the NHS Nightingale Hospital at ExCeL London1), to the prime minister’s special adviser, Dominic Cummings,2 and the prime minister himself, Boris Johnson, who was admitted to intensive care on 6 April. Of course, one wishes them all a speedy recovery. It does seem, however, that central government has been a bit sketchy in following its own official advice on social distancing, to put it mildly: the prime minister actually boasted that, on an early March hospital visit, he had still shaken hands with people.3 You also have to wonder about the cleaning standards at 10 Downing Street. Scotland’s chief medical officer, …",2020,,BMJ,369,,m1433-m1433,,10.1136/bmj.m1433,45193,#42149,Cowper 2020,,,42149,09-04-20
Covid-19: testing times,"Beeching, Nick J.; Fletcher, Tom E.; Beadsworth, Mike B. J.","Rapid near patient testing for both current and past infections is urgently required “Test, test, test” is the key to controlling the spread of SARS-CoV-2 and its clinical manifestation, covid-19, according to the World Health Organisation.1 However, three months after notification of the novel coronavirus infection in China, there is inadequate access to appropriate diagnostic tests globally and confusion among healthcare professionals and the public about prioritisation of testing and interpretation of results. The virus is spread by the respiratory route, primarily by droplets and contact with contaminated surfaces and fomites, and by aerosol formation during invasive respiratory procedures. Virus is also found in urine, faeces, and saliva.2345 Asymptomatic shedding seems to be common, especially in children, and can spread infection.67 The incubation period from infection to first symptom is typically 5 to 7 days, with a range of 4-14 days. Diagnosis of current infection relies on tests to detect virus in various body fluids. Antibody tests on blood are used to confirm past infection and presumed immunity to repeat infection, although duration and effectiveness of such protection are not yet known. Respiratory shedding …",2020,,BMJ,369,,m1403-m1403,,10.1136/bmj.m1403,45203,#42150,Beeching 2020,,,42150,09-04-20
COVID-19: Risk of increase in smoking rates among England's 6 million smokers and relapse among England's 11 million ex-smokers,"Patwardhan, Pooja",,2020,,BJGP open,,,,,10.3399/bjgpopen20X101067,45151,#42153,Patwardhan 2020,,,42153,09-04-20
Should chloroquine and hydroxychloroquine be used to treat COVID-19? A rapid review,"Gbinigie, Kome; Frie, Kerstin","BACKGROUND: On the 11 March 2020, the World Health Organization (WHO) declared that COVID-19 was a pandemic. To date, there are no medical treatments for COVID-19 with proven effectiveness. Novel treatments and/or vaccines will take time to be developed and distributed to patients. In light of this, there has been growing interest in the use of existing medications, such as chloroquine (CQ) and hydroxychloroquine (HCQ), as potential treatments of this disease. AIM: To establish the current evidence for the effectiveness of CQ and HCQ in treating COVID-19. DESIGN & SETTING: A rapid review of the literature was conducted. METHOD: Electronic searches in PubMed and Google Scholar were conducted on 21 March 2020. A further search was conducted in Google for relevant literature on 28 March 2020. RESULTS: There is limited evidence of in vitro activity of CQ/HCQ against SARS-CoV-2. A number of in vivo clinical trials are underway. The empirical data available from two of these trials reveal conflicting results. Both trials are characterised by small numbers of participants (n = 30 and n = 36) and suffer methodological limitations. No medium or long-term follow-up data is available. CONCLUSION: At present, there is insufficient evidence to determine whether CQ/HCQ are safe and effective treatments for COVID-19. High quality, adequately powered randomised clinical trials in primary and secondary care settings are urgently required to guide policymakers and clinicians. These studies should report medium- and long-term follow-up results, and safety data.",2020,,BJGP open,,,,,10.3399/bjgpopen20X101069,45152,#42154,Gbinigie 2020,,,42154,09-04-20
